Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Resistance","Tolerance","Power (Watts)","Composition","Features","Temperature Coefficient","Operating Temperature","Package / Case","Supplier Device Package","Size / Dimension","Height - Seated (Max)","Number of Terminations","Failure Rate","Ratings","URL"
"https://yageogroup.com/content/datasheet/asset/file/PYU-AC_51_ROHS_L","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4843/YAGEOCHIPRES.jpg","13-AC2512JK-7W1KLTR-ND,13-AC2512JK-7W1KLCT-ND,13-AC2512JK-7W1KLDKR-ND","AC2512JK-7W1KL","YAGEO","YAGEO","RES 1K OHM 5% 2W 2512","0","0.3","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","AC","Active","1 kOhms","±5%","2W","Thick Film","Automotive AEC-Q200, Moisture Resistant","±100ppm/°C","-55°C ~ 155°C","2512 (6332 Metric)","2512","0.250"" L x 0.122"" W (6.35mm x 3.10mm)","0.026"" (0.65mm)","2","-","-","https://www.digikey.be/en/products/detail/yageo/AC2512JK-7W1KL/17014801"
"https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C301.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2459/ERJ-2010%20Pkg.jpg","P1.0KWTR-ND,P1.0KWCT-ND,P1.0KWDKR-ND","ERJ-12ZYJ102U","Panasonic Industry","Panasonic Industry","RES 1K OHM 5% 3/4W 2010","8.524","0.29","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ERJ-12Z","Not For New Designs","1 kOhms","±5%","0.75W, 3/4W","Thick Film","Automotive AEC-Q200","±200ppm/°C","-55°C ~ 155°C","2010 (5025 Metric)","2010","0.197"" L x 0.098"" W (5.00mm x 2.50mm)","0.028"" (0.70mm)","2","-","-","https://www.digikey.be/en/products/detail/panasonic-industry/ERJ-12ZYJ102U/249354"
"https://industrial.panasonic.com/ww/products/pt/current-sensing-chip-resistors/models/ERJA1AJ102U","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2494/ERJ-2512%20Pkg.jpg","ERJ-A1AJ102U-ND","ERJ-A1AJ102U","Panasonic Industry","Panasonic Industry","RES SMD 1K OHM 1.33W 2512 WIDE","0","0.28042","0","4000","Tape & Reel (TR)","ERJ-A1","Active","1 kOhms","±5%","1.33W","Thick Film","Automotive AEC-Q200, Current Sense","±200ppm/°C","-55°C ~ 155°C","Wide 2512 (6432 Metric), 1225 Convex","2512","0.126"" L x 0.252"" W (3.20mm x 6.40mm)","0.026"" (0.65mm)","2","-","-","https://www.digikey.be/en/products/detail/panasonic-industry/ERJ-A1AJ102U/674323"
"https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773139&DocType=DS&DocLang=English","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2503/3520%20Series.jpg","A102507TR-ND,A102507CT-ND,A102507DKR-ND","35201K0JT","TE Connectivity Passive Product","TE Connectivity Passive Product","RES SMD 1K OHM 5% 1W 2512","16.805","0.28","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","3520, CGS","Active","1 kOhms","±5%","1W","Thick Film","-","±200ppm/°C","-55°C ~ 125°C","2512 (6332 Metric)","2512","0.252"" L x 0.126"" W (6.40mm x 3.20mm)","0.028"" (0.70mm)","2","-","-","https://www.digikey.be/en/products/detail/te-connectivity-passive-product/35201K0JT/2364849"
"https://yageogroup.com/content/datasheet/asset/file/PYU-AR_51_ROHS_L","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4843/YAGEOCHIPRES.jpg","13-AR0805JR-071KLTR-ND,13-AR0805JR-071KLCT-ND,13-AR0805JR-071KLDKR-ND","AR0805JR-071KL","YAGEO","YAGEO","RES 1K OHM 5% 1/8W 0805","4.640","0.28","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","AR","Active","1 kOhms","±5%","0.125W, 1/8W","Thick Film","Moisture Resistant","±100ppm/°C","-55°C ~ 155°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)","2","-","-","https://www.digikey.be/en/products/detail/yageo/AR0805JR-071KL/16990418"
"https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773242&DocType=Data%20Sheet&DocLang=English&DocFormat=pdf&PartCntxt=6-1676966-9","-","1111-SMF31K0JTTR-ND","SMF31K0JT","TE Connectivity AMP Connectors","TE Connectivity","SMF3 1K0 5%","0","0.26769","0","1000","Tape & Reel (TR)","SM, CGS","Active","1 kOhms","±5%","3W","Metal Film","Flame Retardant Coating, Safety","±100ppm/°C","-55°C ~ 200°C","4122 (10555 Metric), J-Lead","SMD","0.413"" L x 0.217"" W (10.50mm x 5.50mm)","0.209"" (5.30mm)","2","-","-","https://www.digikey.be/en/products/detail/te-connectivity/SMF31K0JT/29255186"
"https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773242&DocType=Data%20Sheet&DocLang=English&DocFormat=pdf&PartCntxt=6-1676966-9","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2472/4122%20%2810555%20Metric%29%2C%20J-Lead.JPG","SMF31K0JTX-ND","SMF31K0JTX","TE Connectivity Passive Product","TE Connectivity Passive Product","RES SMD 1K OHM 5% 3W 4122","0","0.26346","0","1000","Tape & Reel (TR)","SM, CGS","Active","1 kOhms","±5%","3W","Metal Film","Flame Retardant Coating, Safety","±100ppm/°C","-55°C ~ 200°C","4122 (10555 Metric), J-Lead","SMD","0.413"" L x 0.217"" W (10.50mm x 5.50mm)","0.209"" (5.30mm)","2","-","-","https://www.digikey.be/en/products/detail/te-connectivity-passive-product/SMF31K0JTX/7493502"
"https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2289/Yageo-RC1218.jpg","13-RC1218JK-071KLTR-ND,13-RC1218JK-071KLCT-ND,13-RC1218JK-071KLDKR-ND","RC1218JK-071KL","YAGEO","YAGEO","RES 1K OHM 5% 1W 1812 WIDE","3.692","0.26","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1 kOhms","±5%","1W","Thick Film","Moisture Resistant","±100ppm/°C","-55°C ~ 155°C","Wide 1812 (4532 Metric), 1218","1218","0.122"" L x 0.181"" W (3.10mm x 4.60mm)","0.026"" (0.65mm)","2","-","-","https://www.digikey.be/en/products/detail/yageo/RC1218JK-071KL/5920849"
"https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/esr-e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5652/511_ESR01.jpg","RHM1.0KAXTR-ND,RHM1.0KAXCT-ND,RHM1.0KAXDKR-ND","ESR25JZPJ102","Rohm Semiconductor","Rohm Semiconductor","RES 1K OHM 5% 1W 1210","4.269","0.25","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ESR","Active","1 kOhms","±5%","1W","Thick Film","Automotive AEC-Q200, Pulse Withstanding","±200ppm/°C","-55°C ~ 155°C","1210 (3225 Metric)","1210","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.026"" (0.65mm)","2","-","-","https://www.digikey.be/en/products/detail/rohm-semiconductor/ESR25JZPJ102/2288498"
"https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773204-3&DocType=Data%20Sheet&DocLang=English&DocFormat=pdf&PartCntxt=4-2176338-3","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/780/2512-Case-Chip-Resistor.jpg","A130306TR-ND,A130306CT-ND,A130306DKR-ND","CRGCQ2512J1K0","TE Connectivity Passive Product","TE Connectivity Passive Product","RES 1K OHM 5% 1W 2512","20.419","0.25","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CRGCQ","Active","1 kOhms","±5%","1W","Thick Film","Automotive AEC-Q200, Moisture Resistant","±100ppm/°C","-55°C ~ 155°C","2512 (6332 Metric)","2512","0.250"" L x 0.126"" W (6.35mm x 3.20mm)","0.026"" (0.65mm)","2","-","-","https://www.digikey.be/en/products/detail/te-connectivity-passive-product/CRGCQ2512J1K0/8576908"
"https://industrial.panasonic.com/cdbs/www-data/pdf/RDP0000/AOA0000C334.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/499/MFG_ERJ-U0X_Series.jpg","10-ERJ-U0XJ102YTR-ND,10-ERJ-U0XJ102YCT-ND,10-ERJ-U0XJ102YDKR-ND","ERJ-U0XJ102Y","Panasonic Industry","Panasonic Industry","RES 1K OHM 5% 1/32W 01005","27.994","0.25","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ERJ-U0X","Active","1 kOhms","±5%","0.03W, 1/32W","Thick Film","Anti-Sulfur","±200ppm/°C","-55°C ~ 125°C","01005 (0402 Metric)","01005","0.016"" L x 0.008"" W (0.40mm x 0.20mm)","0.006"" (0.15mm)","2","-","-","https://www.digikey.be/en/products/detail/panasonic-industry/ERJ-U0XJ102Y/12809660"
"https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1773463-8&DocType=Data%20Sheet&DocLang=English&DocFormat=pdf&PartCntxt=2176244-1","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/1712_0805%20PKG.jpg","1712-CRGS0805J1K0TR-ND,1712-CRGS0805J1K0CT-ND,1712-CRGS0805J1K0DKR-ND","CRGS0805J1K0","TE Connectivity Passive Product","TE Connectivity Passive Product","RES SMD 1K OHM 5% 1/2W 0805","16.803","0.25","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CRGS, Neohm","Active","1 kOhms","±5%","0.5W, 1/2W","Thick Film","Pulse Withstanding","±100ppm/°C","-55°C ~ 155°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2","-","-","https://www.digikey.be/en/products/detail/te-connectivity-passive-product/CRGS0805J1K0/6042992"
"https://yageogroup.com/content/Resource%20Library/Datasheet/PYU-SR_20105_ROHS_L.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/13_1206-%283216-metric%29.jpg","311-1KNLTR-ND,311-1KNLCT-ND,311-1KNLDKR-ND","SR1206JR-071KL","YAGEO","YAGEO","RES 1K OHM 5% 1/4W 1206","180","0.25","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SR","Active","1 kOhms","±5%","0.25W, 1/4W","Thick Film","Automotive AEC-Q200, Pulse Withstanding","±100ppm/°C","-55°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.063"" W (3.10mm x 1.60mm)","0.026"" (0.65mm)","2","-","-","https://www.digikey.be/en/products/detail/yageo/SR1206JR-071KL/2827774"
"https://www.koaspeer.com/pdfs/RK73B.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/332/KOA-Speer-RK73B-2512-%286432-Metric%29.jpg","2019-RK73B3ATTE102JTR-ND,2019-RK73B3ATTE102JCT-ND,2019-RK73B3ATTE102JDKR-ND","RK73B3ATTE102J","KOA Speer Electronics, Inc.","KOA Speer Electronics, Inc.","RES 1K OHM 5% 1W 2512","8.244","0.24","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RK73B","Active","1 kOhms","±5%","1W","Thick Film","Automotive AEC-Q200","±200ppm/°C","-55°C ~ 155°C","2512 (6332 Metric)","2512","0.248"" L x 0.122"" W (6.30mm x 3.10mm)","0.028"" (0.70mm)","2","-","-","https://www.digikey.be/en/products/detail/koa-speer-electronics-inc/RK73B3ATTE102J/10425216"
"https://www.vishay.com/docs/20024/dcrcwife3.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2443/CRCW-IF%200402%20%281005%20Metric%29.jpg","541-1.0KATTR-ND,541-1.0KATCT-ND,541-1.0KATDKR-ND","CRCW04021K00JNEDIF","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 1/16W 0402","6.054","0.24","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CRCW-IF e3","Active","1 kOhms","±5%","0.1W, 1/10W","Thick Film","Automotive AEC-Q200, Pulse Withstanding","±200ppm/°C","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/CRCW04021K00JNEDIF/3477255"
"https://yageogroup.com/content/Resource%20Library/Datasheet/PYU-SR_20105_ROHS_L.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/728/0402-%281005-Metric%29-SR-Series.jpg","YAG6157TR-ND,YAG6157CT-ND,YAG6157DKR-ND","SR0402JR-7W1KL","YAGEO","YAGEO","RES 1K OHM 5% 1/8W 0402","12.403","0.24","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SR","Active","1 kOhms","±5%","0.125W, 1/8W","Thick Film","Automotive AEC-Q200, Pulse Withstanding","±100ppm/°C","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-","https://www.digikey.be/en/products/detail/yageo/SR0402JR-7W1KL/9696395"
"https://www.vishay.com/docs/20035/dcrcwe3.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/596/Vishay-CRCW-2512.jpg","541-1.0KXTR-ND,541-1.0KXCT-ND,541-1.0KXDKR-ND","CRCW25121K00JNEG","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 1W 2512","74.333","0.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","D/CRCW e3","Active","1 kOhms","±5%","1W","Thick Film","Automotive AEC-Q200","±200ppm/°C","-55°C ~ 155°C","2512 (6332 Metric)","2512","0.248"" L x 0.124"" W (6.30mm x 3.15mm)","0.028"" (0.70mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/CRCW25121K00JNEG/1173441"
"https://www.vishay.com/docs/20043/crcwhpe3.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/57/MFG_CRCW-HP_e3_Series.jpg","541-CRCW12061K00JNECHPTR-ND,541-CRCW12061K00JNECHPCT-ND,541-CRCW12061K00JNECHPDKR-ND","CRCW12061K00JNECHP","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 3/4W 1206","19.280","0.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","CRCW-HP e3","Active","1 kOhms","±5%","0.75W, 3/4W","Thick Film","Automotive AEC-Q200, Pulse Withstanding","±200ppm/°C","-55°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.063"" W (3.10mm x 1.60mm)","0.026"" (0.65mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/CRCW12061K00JNECHP/5076644"
"https://yageogroup.com/content/datasheet/asset/file/PYU-AR_51_ROHS_L","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/13_0402-%281005-metric%29.jpg","13-AR0402JR-071KLTR-ND,13-AR0402JR-071KLCT-ND,13-AR0402JR-071KLDKR-ND","AR0402JR-071KL","YAGEO","YAGEO","RES SMD 1K OHM 5% 1/16W 0402","9.690","0.23","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","AR","Active","1 kOhms","±5%","0.063W, 1/16W","Thick Film","Moisture Resistant","±100ppm/°C","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-","https://www.digikey.be/en/products/detail/yageo/AR0402JR-071KL/5904584"
"https://www.seielect.Com/catalog/SEI-RMAN.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8880/738_RMAN_2512%286432_Metric%29.jpg","738-RMAN2512JT1K00TR-ND","RMAN2512JT1K00","Stackpole Electronics Inc","Stackpole Electronics Inc","RES, AIN, 2512, 1 KOHM, 5%, 3.5W","0","0.21272","0","28000","Tape & Reel (TR)","RMAN","Active","1 kOhms","±5%","3.5W","Thick Film","-","±150ppm/°C","-55°C ~ 155°C","2512 (6432 Metric)","2512","0.250"" L x 0.124"" W (6.35mm x 3.15mm)","0.020"" (0.51mm)","2","-","-","https://www.digikey.be/en/products/detail/stackpole-electronics-inc/RMAN2512JT1K00/27729484"
"https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773204-4&DocType=DS&DocLang=English","-","1111-35021K0JTTR-ND","35021K0JT","TE Connectivity AMP Connectors","TE Connectivity","3502 1K0 5%","0","0.21168","0","2000","Tape & Reel (TR)","3502, CGS","Active","1 kOhms","±5%","2W","Thick Film","-","±100ppm/°C","-55°C ~ 155°C","2010 (5025 Metric)","2010","0.197"" L x 0.098"" W (5.00mm x 2.50mm)","0.047"" (1.20mm)","2","-","-","https://www.digikey.be/en/products/detail/te-connectivity/35021K0JT/29240806"
"https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1826/2512-%286432-Metric%29.jpg","YAG3397TR-ND,YAG3397CT-ND,YAG3397DKR-ND","RC2512JK-071KL","YAGEO","YAGEO","RES 1K OHM 5% 1W 2512","28.554","0.21","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RC_L","Active","1 kOhms","±5%","1W","Thick Film","Moisture Resistant","±100ppm/°C","-55°C ~ 155°C","2512 (6332 Metric)","2512","0.250"" L x 0.122"" W (6.35mm x 3.10mm)","0.026"" (0.65mm)","2","-","-","https://www.digikey.be/en/products/detail/yageo/RC2512JK-071KL/5922509"
"https://yageogroup.com/content/datasheet/asset/file/PYU-AC_51_ROHS_L","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4205/AC-Series--SMD-Chip-Resistor.jpg","YAG4024TR-ND,YAG4024CT-ND,YAG4024DKR-ND","AC2010JK-071KL","YAGEO","YAGEO","RES SMD 1K OHM 5% 3/4W 2010","8.243","0.21","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","AC","Active","1 kOhms","±5%","0.75W, 3/4W","Thick Film","Automotive AEC-Q200, Moisture Resistant","±100ppm/°C","-55°C ~ 155°C","2010 (5025 Metric)","2010","0.197"" L x 0.098"" W (5.00mm x 2.50mm)","0.026"" (0.65mm)","2","-","-","https://www.digikey.be/en/products/detail/yageo/AC2010JK-071KL/5899293"
"https://www.bourns.com/docs/Product-Datasheets/CMP-Q.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5031/MFG_CMP-Q_image.jpg","118-CMP1206QJW-102ELFTR-ND,118-CMP1206QJW-102ELFCT-ND","CMP1206QJW-102ELF","Bourns Inc.","Bourns Inc.","RES CHIP 1206 1K 5% 3/4W TC200","4.490","0.21","0","1","Tape & Reel (TR),Cut Tape (CT)","CMP-Q","Active","1 kOhms","±5%","0.75W, 3/4W","Thick Film","Automotive AEC-Q200, Pulse Withstanding","±200ppm/°C","-55°C ~ 155°C","1206 (3216 Metric)","1206","0.122"" L x 0.063"" W (3.10mm x 1.60mm)","0.026"" (0.65mm)","2","-","-","https://www.digikey.be/en/products/detail/bourns-inc/CMP1206QJW-102ELF/17737312"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6538/696_PCR_Datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/504/MFG_PCR.jpg","696-PCR0805-1KJ1TR-ND,696-PCR0805-1KJ1CT-ND","PCR0805-1KJ1","Riedon products by Bourns","Riedon products by Bourns","RES SMD 1K OHM 5% 1/4W 0805","2.870","0.21","0","1","Tape & Reel (TR),Cut Tape (CT)","PCR","Obsolete","1 kOhms","±5%","0.25W, 1/4W","Thick Film","Pulse Withstanding","±100ppm/°C","-55°C ~ 155°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)","2","-","-","https://www.digikey.be/en/products/detail/riedon-products-by-bourns/PCR0805-1KJ1/3507289"
"https://www.koaspeer.com/pdfs/SLR1.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4840/SLR1X.jpg","2019-SLR1TTE102JTR-ND","SLR1TTE102J","KOA Speer Electronics, Inc.","KOA Speer Electronics, Inc.","SLR SMD-RESISTOR CURRENT SENSE","0","0.2021","0","1000","Tape & Reel (TR)","SLR1","Active","1 kOhms","±5%","1W","Thick Film","Automotive AEC-Q200","±100ppm/°C","-55°C ~ 180°C","2512 J-Lead","-","0.248"" L x 0.122"" W (6.30mm x 3.10mm)","0.083"" (2.10mm)","2","-","-","https://www.digikey.be/en/products/detail/koa-speer-electronics-inc/SLR1TTE102J/15768349"
"https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/esr-e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5652/511_ESR01.jpg","RHM1002TR-ND,RHM1002CT-ND,RHM1002DKR-ND","ESR01MZPJ102","Rohm Semiconductor","Rohm Semiconductor","RES 1K OHM 5% 1/5W 0402","25.933","0.2","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ESR","Active","1 kOhms","±5%","0.2W, 1/5W","Thick Film","Automotive AEC-Q200, Pulse Withstanding","±200ppm/°C","-55°C ~ 155°C","0402 (1005 Metric)","0402","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)","2","-","-","https://www.digikey.be/en/products/detail/rohm-semiconductor/ESR01MZPJ102/4051146"
"https://www.koaspeer.com/pdfs/RK73B.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/320/2019%3B%3BTLR-2010%285025%29-1mOhm.JPG","2019-RK73B2HTTE102JTR-ND,2019-RK73B2HTTE102JCT-ND,2019-RK73B2HTTE102JDKR-ND","RK73B2HTTE102J","KOA Speer Electronics, Inc.","KOA Speer Electronics, Inc.","RES 1K OHM 5% 3/4W 2010","20.824","0.2","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","RK73B","Active","1 kOhms","±5%","0.75W, 3/4W","Thick Film","Automotive AEC-Q200","±200ppm/°C","-55°C ~ 155°C","2010 (5025 Metric)","2010","0.197"" L x 0.098"" W (5.00mm x 2.50mm)","0.028"" (0.70mm)","2","-","-","https://www.digikey.be/en/products/detail/koa-speer-electronics-inc/RK73B2HTTE102J/10393884"
"https://industrial.panasonic.com/cdbs/www-data/pdf/RDO0000/AOA0000C331.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2435/ERJ-1210%20Pkg.jpg","P1.0KASTR-ND,P1.0KASCT-ND,P1.0KASDKR-ND","ERJ-P14J102U","Panasonic Industry","Panasonic Industry","RES SMD 1K OHM 5% 1/2W 1210","5.869","0.2","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ERJ-P14","Active","1 kOhms","±5%","0.5W, 1/2W","Thick Film","Automotive AEC-Q200, Pulse Withstanding","±200ppm/°C","-55°C ~ 155°C","1210 (3225 Metric)","1210","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.028"" (0.70mm)","2","-","-","https://www.digikey.be/en/products/detail/panasonic-industry/ERJ-P14J102U/570370"
"https://yageogroup.com/content/datasheet/asset/file/PYU-AR_51_ROHS_L","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/13_0603-%281608-metric%29.jpg","13-AR0603JR-071KLTR-ND,13-AR0603JR-071KLCT-ND,13-AR0603JR-071KLDKR-ND","AR0603JR-071KL","YAGEO","YAGEO","RES SMD 1K OHM 5% 1/10W 0603","4.551","0.2","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","AR","Active","1 kOhms","±5%","0.1W, 1/10W","Thick Film","Moisture Resistant","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","0603","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)","2","-","-","https://www.digikey.be/en/products/detail/yageo/AR0603JR-071KL/5904764"
"https://www.vishay.com/docs/20035/dcrcwe3.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2416/CRCW%202010%20%285025metric%29.jpg","541-1.0KWTR-ND,541-1.0KWCT-ND,541-1.0KWDKR-ND","CRCW20101K00JNEF","Vishay Dale","Vishay Dale","RES SMD 1K OHM 5% 3/4W 2010","24.507","0.2","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","D/CRCW e3","Active","1 kOhms","±5%","0.75W, 3/4W","Thick Film","Automotive AEC-Q200","±200ppm/°C","-55°C ~ 155°C","2010 (5025 Metric)","2010","0.197"" L x 0.098"" W (5.00mm x 2.50mm)","0.028"" (0.70mm)","2","-","-","https://www.digikey.be/en/products/detail/vishay-dale/CRCW20101K00JNEF/1173835"
"https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C301.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2435/ERJ-1210%20Pkg.jpg","P1.0KVTR-ND,P1.0KVCT-ND,P1.0KVDKR-ND","ERJ-14YJ102U","Panasonic Industry","Panasonic Industry","RES SMD 1K OHM 5% 1/2W 1210","14.642","0.2","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ERJ-14","Not For New Designs","1 kOhms","±5%","0.5W, 1/2W","Thick Film","Automotive AEC-Q200","±200ppm/°C","-55°C ~ 155°C","1210 (3225 Metric)","1210","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.028"" (0.70mm)","2","-","-","https://www.digikey.be/en/products/detail/panasonic-industry/ERJ-14YJ102U/249233"
"https://yageogroup.com/content/Resource%20Library/Datasheet/PYU-SR_20105_ROHS_L.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/743/0603-%281608-Metric%29-SR-Series.jpg","YAG6166TR-ND,YAG6166CT-ND,YAG6166DKR-ND","SR0603JR-7T1KL","YAGEO","YAGEO","RES 1K OHM 5% 1/4W 0603","14.453","0.2","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SR","Active","1 kOhms","±5%","0.25W, 1/4W","Thick Film","Automotive AEC-Q200, Pulse Withstanding","±100ppm/°C","-55°C ~ 155°C","0603 (1608 Metric)","0603","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)","2","-","-","https://www.digikey.be/en/products/detail/yageo/SR0603JR-7T1KL/9696404"
"https://industrial.panasonic.com/cdbs/www-data/pdf/RDP0000/AOA0000C334.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2502/ERJ-0805%20Pkg.jpg","10-ERJ-U01J102CTR-ND,10-ERJ-U01J102CCT-ND,10-ERJ-U01J102CDKR-ND","ERJ-U01J102C","Panasonic Industry","Panasonic Industry","RES 1K OHM 5% 1/20W 0201","8.740","0.2","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ERJ-U01","Active","1 kOhms","±5%","0.05W, 1/20W","Thick Film","Anti-Sulfur","±200ppm/°C","-55°C ~ 125°C","0201 (0603 Metric)","0201","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","0.010"" (0.26mm)","2","-","-","https://www.digikey.be/en/products/detail/panasonic-industry/ERJ-U01J102C/11635430"
