Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Color","Configuration","Lens Color","Lens Transparency","Millicandela Rating","Lens Style","Lens Size","Voltage - Forward (Vf) (Typ)","Current - Test","Viewing Angle","Mounting Type","Wavelength - Dominant","Wavelength - Peak","Features","Grade","Qualification","Package / Case","Supplier Device Package","Size / Dimension","Height (Max)","URL"
"http://www.stanley-components.com/php/downloaddatafile.php?rp=0,VFHR1112H-3BY2A-TR_e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2453/FIG%202%200805%20THIN%20TYPE.jpg","404-1311-2-ND,404-1311-1-ND,404-1311-6-ND","VFHR1112H-3BY2A-TR","Stanley Electric Co","Stanley Electric Co","LED RED DIFFUSED 2125 SMD","35.903","0.151","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","White","Diffused","91mcd","Rectangle with Flat Top","1.20mm x 1.25mm","1.9V","20mA","140°","Surface Mount","626nm","635nm","-","-","-","0805 (2012 Metric)","2125","2.00mm L x 1.25mm W","0.90mm","https://www.digikey.be/en/products/detail/stanley-electric-co/VFHR1112H-3BY2A-TR/6615659"
"https://www.KingbrightUSA.com/images/catalog/SPEC/APTD3216LSURCK.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/668/MFG_APTD3216.jpg","754-2050-2-ND,754-2050-1-ND,754-2050-6-ND","APTD3216LSURCK","Kingbright","Kingbright","LED RED CLEAR 2SMD","20.056","0.1514","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","150mcd","Round with Domed Top","1.60mm Dia","1.75V","2mA","40°","Surface Mount","630nm","645nm","-","-","-","1206 (3216 Metric)","2-SMD","3.20mm L x 1.60mm W","1.90mm","https://www.digikey.be/en/products/detail/kingbright/APTD3216LSURCK/7043080"
"https://docs.broadcom.com/docs/AV02-0551EN","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2523/FIG%2021%20HIGHLIGHTED%20%20PINK%20T052%201579.jpg","516-1429-2-ND,516-1429-1-ND,516-1429-6-ND","HSMS-C170","Broadcom Limited","Broadcom Limited","LED RED DIFFUSED CHIP SMD","124.605","0.1517","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","White","Diffused","10mcd","Rectangle with Flat Top","1.40mm x 1.25mm","2.1V","20mA","170°","Surface Mount","626nm","630nm","-","-","-","0805 (2012 Metric)","Chip LED","2.00mm L x 1.25mm W","0.80mm","https://www.digikey.be/en/products/detail/broadcom-limited/HSMS-C170/637690"
"https://www.KingbrightUSA.com/images/catalog/SPEC/AA3528SURSK.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/538/AA3528SRS.JPG","754-1537-2-ND,754-1537-1-ND,754-1537-6-ND","AA3528SURSK","Kingbright","Kingbright","LED RED CLEAR SMD","51.630","0.1517","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","100mcd","Round with Flat Top","2.40mm Dia","1.95V","20mA","120°","Surface Mount","630nm","650nm","-","-","-","2-PLCC","SMD","3.20mm L x 2.80mm W","2.10mm","https://www.digikey.be/en/products/detail/kingbright/AA3528SURSK/2440559"
"https://s3-us-west-2.amazonaws.com/catsy.557/C18653.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4884/MFG_599-2500-127F.jpg","350-599-0510-127FTR-ND,350-599-0510-127FCT-ND,350-599-0510-127FDKR-ND","599-0510-127F","Dialight","Dialight","LED RED CLEAR 1206 SMD","7.989","0.1517","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","559","Active","Red","-","Colorless","Clear","366mcd","Irregular","-","2.1V","20mA","70°","Surface Mount","625nm","-","-","-","-","1206 (3216 Metric)","1206","3.20mm L x 1.60mm W","1.23mm","https://www.digikey.be/en/products/detail/dialight/599-0510-127F/18735509"
"https://www.KingbrightUSA.com/images/catalog/SPEC/APHHS1005SURCK.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/MFG_APG1005.jpg","754-1104-2-ND,754-1104-1-ND,754-1104-6-ND","APHHS1005SURCK","Kingbright","Kingbright","LED RED CLEAR CHIP SMD","60.574","0.1519","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","70mcd","Rectangle with Flat Top","0.80mm x 0.50mm","1.95V","20mA","120°","Surface Mount","630nm","645nm","-","-","-","0402 (1005 Metric)","Chip LED","1.00mm L x 0.50mm W","0.60mm","https://www.digikey.be/en/products/detail/kingbright/APHHS1005SURCK/1747502"
"https://www.qt-brightek.com/datasheet/QBLP601-S3.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5849/MFG_QBLP601-S3.jpg","1516-QBLP601-S3TR-ND,1516-QBLP601-S3CT-ND,1516-QBLP601-S3DKR-ND","QBLP601-S3","QT Brightek (QTB)","QT Brightek (QTB)","LED RED CLEAR 0603 SMD","2.298","0.1522","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","QBLP601","Active","Red","Standard","Colorless","Clear","25mcd","Rectangle with Flat Top","1.10mm x 0.80mm","2.0V","20mA","140°","Surface Mount","640nm","660nm","-","-","-","0603 (1608 Metric)","0603","1.60mm L x 0.80mm W","0.70mm","https://www.digikey.be/en/products/detail/qt-brightek-qtb/QBLP601-S3/18666385"
"https://www.sunledusa.com/products/spec/XZMER68W-3.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3741/MFG_XZVGR68W-3.jpg","1497-1384-2-ND,1497-1384-1-ND,1497-1384-6-ND","XZMER68W-3","SunLED","SunLED","LED RED CLEAR 0402 SMD","10.046","0.1535","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","74mcd","Rectangle with Flat Top","0.60mm x 0.50mm","2V","20mA","120°","Surface Mount","624nm","632nm","-","-","-","0402 (1005 Metric)","0402","1.00mm L x 0.50mm W","0.25mm","https://www.digikey.be/en/products/detail/sunled/XZMER68W-3/6615527"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/889/sml-210.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6336/846%7E2012%280805%29%7E%7E2.jpg","846-SML-210LTT86TR-ND,846-SML-210LTT86CT-ND,846-SML-210LTT86DKR-ND","SML-210LTT86","Rohm Semiconductor","Rohm Semiconductor","LED RED CLEAR 2012 SMD","37.435","0.1542","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SML-21","Not For New Designs","Red","Standard","Colorless","Clear","10mcd","Rectangle with Flat Top","1.40mm x 1.25mm","1.75V","20mA","-","Surface Mount","-","660nm","-","-","-","0805 (2012 Metric)","2012 (0805)","2.00mm L x 1.25mm W","0.90mm","https://www.digikey.be/en/products/detail/rohm-semiconductor/SML-210LTT86/637014"
"https://www.rohm.com/datasheet?p=SML-D14VW(A)&dist=Digi-Key&media=referral&source=digi-key.com&campaign=Digi-Key","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/319/MFG_SML-D12x8%28C%29.jpg","846-SML-D14VWT86AASTR-ND,846-SML-D14VWT86AASCT-ND,846-SML-D14VWT86AASDKR-ND","SML-D14VWT86AAS","Rohm Semiconductor","Rohm Semiconductor","LED RED DIFFUSED 0603 SMD","15.922","0.1542","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","SML-D14(A)","Active","Red","Standard","White","Diffused","100mcd","Rectangle with Flat Top","1.20mm x 0.80mm","2V","20mA","-","Surface Mount","630nm","-","-","-","-","0603 (1608 Metric)","0603 (1608 Metric)","1.60mm L x 0.80mm W","-","https://www.digikey.be/en/products/detail/rohm-semiconductor/SML-D14VWT86AAS/4004598"
"https://www.qt-brightek.com/datasheet/QBLP595-2R5-2897.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7517/MFG_QBLP595-R.jpg","1516-QBLP595-2R5-2897TR-ND,1516-QBLP595-2R5-2897CT-ND,1516-QBLP595-2R5-2897DKR-ND","QBLP595-2R5-2897","QT Brightek (QTB)","QT Brightek (QTB)","LED RED CLEAR 0402 SMD","4.014","0.1542","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","QBLP595","Active","Red","Standard","Colorless","Clear","140mcd","Rectangle with Flat Top","0.70mm x 0.50mm","1.9V","5mA","140°","Surface Mount","620nm","630nm","-","-","-","0402 (1005 Metric)","0402","1.00mm L x 0.50mm W","0.60mm","https://www.digikey.be/en/products/detail/qt-brightek-qtb/QBLP595-2R5-2897/26763206"
"https://optoelectronics.liteon.com/upload/download/DS22-2014-0002/LTST-T680KRWT.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7180/%7E160%7E2-PLCC%7E.jpg","160-2180-2-ND,160-2180-1-ND,160-2180-6-ND","LTST-T680KRWT","Lite-On Inc.","LITEON","LED RED DIFFUSED 2SMD","1.216","0.1549","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","-","Diffused","185mcd","Round with Flat Top","-","2V","20mA","120°","Surface Mount","631nm","639nm","-","-","-","2-PLCC","2-SMD","3.20mm L x 2.80mm W","1.90mm","https://www.digikey.be/en/products/detail/liteon/LTST-T680KRWT/5231358"
"https://www.KingbrightUSA.com/images/catalog/SPEC/APTL3216SURCK.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/534/APTL3216.jpg","754-1165-2-ND,754-1165-1-ND,754-1165-6-ND","APTL3216SURCK","Kingbright","Kingbright","LED RED CLEAR CHIP SMD","1.507","0.1556","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","230mcd","Round with Flat Top","1.60mm Dia","1.95V","20mA","70°","Surface Mount","630nm","645nm","-","-","-","1206 (3216 Metric)","Chip LED","3.20mm L x 1.60mm W","1.10mm","https://www.digikey.be/en/products/detail/kingbright/APTL3216SURCK/1747564"
"https://www.sunledusa.com/products/spec/XZMDK55W-3HTA.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4117/MFG_XZMDK55W-3HTA.jpg","1497-XZMDK55W-3HTATR-ND,1497-XZMDK55W-3HTACT-ND,1497-XZMDK55W-3HTADKR-ND","XZMDK55W-3HTA","SunLED","SunLED","LED RED CLEAR CHIP SMD","1.675","0.1566","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","High Temperature","Active","Red","-","Colorless","Clear","-","Round with Domed Top","1.60mm Dia","1.95V","20mA","40°","Surface Mount","630nm","645nm","-","-","-","1206 (3216 Metric)","Chip LED","3.20mm L x 1.60mm W","2.00mm","https://www.digikey.be/en/products/detail/sunled/XZMDK55W-3HTA/11312523"
"https://www.we-online.com/components/products/datasheet/150060RS55040.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/713/MFG_150060RS55040.jpg","732-12015-2-ND,732-12015-1-ND,732-12015-6-ND","150060RS55040","Würth Elektronik","Würth Elektronik","LED RED DIFFUSED 0603 SMD","20.238","0.157","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WL-SMCD","Active","Red","Standard","-","Diffused","90mcd","Rectangle with Flat Top","1.00mm x 0.80mm","2V","20mA","140°","Surface Mount","624nm","632nm","-","-","-","0603 (1608 Metric)","0603 (1608 Metric)","1.60mm L x 0.80mm W","0.50mm","https://www.digikey.be/en/products/detail/würth-elektronik/150060RS55040/8557180"
"https://www.we-online.com/components/products/datasheet/150060SS55040.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/713/MFG_150060RS55040.jpg","732-12016-2-ND,732-12016-1-ND,732-12016-6-ND","150060SS55040","Würth Elektronik","Würth Elektronik","LED RED DIFFUSED 0603 SMD","10.345","0.157","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WL-SMCD","Active","Red","Standard","-","Diffused","70mcd","Rectangle with Flat Top","1.00mm x 0.80mm","2V","20mA","140°","Surface Mount","630nm","645nm","-","-","-","0603 (1608 Metric)","0603 (1608 Metric)","1.60mm L x 0.80mm W","0.50mm","https://www.digikey.be/en/products/detail/würth-elektronik/150060SS55040/8557181"
"https://www.inolux-corp.com/datasheet/SMDLED/Mono%20Color%20Top%20View/IN-S63WT%20Series_V1.0.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5849/MFG_IN-S63WTxseries.jpg","1830-IN-S63WTR-ND,1830-IN-S63WTRCT-ND,1830-IN-S63WTRDKR-ND","IN-S63WTR","Inolux","Inolux","LED RED CLEAR 0603 SMD","5.369","0.1572","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","IN-S63WT","Active","Red","-","Colorless","Clear","400mcd","Round with Domed Top","0.70mm Dia","2.2V","20mA","35°","Surface Mount","624nm","632nm","-","-","-","0603 (1608 Metric)","0603","1.60mm L x 0.80mm W","1.05mm","https://www.digikey.be/en/products/detail/inolux/IN-S63WTR/21679414"
"https://www.qt-brightek.com/datasheet/QBLP601-R-2897.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5741/MFG_QBLP601-R5-2897.jpg","1516-QBLP601-R-2897TR-ND,1516-QBLP601-R-2897CT-ND,1516-QBLP601-R-2897DKR-ND","QBLP601-R-2897","QT Brightek (QTB)","QT Brightek (QTB)","0603 LED RED 620NM DOMINANT,630N","8.830","0.159","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","QBLP601","Active","Red","Standard","Colorless","Clear","480mcd","Rectangle with Flat Top","1.10mm x 0.80mm","2V","20mA","140°","Surface Mount","620nm","630nm","-","-","-","0603 (1608 Metric)","0603","1.60mm L x 0.80mm W","0.70mm","https://www.digikey.be/en/products/detail/qt-brightek-qtb/QBLP601-R-2897/22106637"
"https://www.sunledusa.com/products/spec/XZMDR68W-3.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3741/MFG_XZVGR68W-3.jpg","1497-XZMDR68W-3TR-ND,1497-XZMDR68W-3CT-ND,1497-XZMDR68W-3DKR-ND","XZMDR68W-3","SunLED","SunLED","LED RED CLEAR 0402 SMD","2.559","0.159","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","64mcd","Rectangle with Flat Top","0.60mm x 0.50mm","2V","20mA","120°","Surface Mount","631nm","639nm","-","-","-","0402 (1005 Metric)","0402","1.00mm L x 0.50mm W","0.25mm","https://www.digikey.be/en/products/detail/sunled/XZMDR68W-3/6615526"
"https://www.qt-brightek.com/datasheet/QBLP670_series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2601/MFG_QBLP670-XX%20Series.jpg","1516-1110-2-ND,1516-1110-1-ND,1516-1110-6-ND","QBLP670-R","QT Brightek (QTB)","QT Brightek (QTB)","LED RED CLEAR 2PLCC SMD","3.272","0.159","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","QBLP670","Active","Red","Standard","Colorless","Clear","230mcd","Round with Flat Top","2.40mm Dia","2V","20mA","120°","Surface Mount","620nm","-","-","-","-","2-PLCC","2-PLCC","3.20mm L x 2.80mm W","2.10mm","https://www.digikey.be/en/products/detail/qt-brightek-qtb/QBLP670-R/4814708"
"https://SunLEDusa.com/products/spec/XZMDK53W-8HTA.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4727/MFG_XZMDK53W-8HTA.jpg","1497-XZMDK53W-8HTATR-ND,1497-XZMDK53W-8HTACT-ND,1497-XZMDK53W-8HTADKR-ND","XZMDK53W-8HTA","SunLED","SunLED","LED RED CLEAR 2SMD","2.422","0.1591","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","High Temperature","Active","Red","-","Colorless","Clear","-","Round with Domed Top","0.35mm Dia","1.95V","20mA","60°","Surface Mount","630nm","645nm","-","-","-","0603 (1608 Metric)","2-SMD","1.60mm L x 0.80mm W","1.10mm","https://www.digikey.be/en/products/detail/sunled/XZMDK53W-8HTA/11312525"
"https://www.KingbrightUSA.com/images/catalog/SPEC/AA3528EC.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7156/%7E754%7E2-PLCC%7E.jpg","754-AA3528ECTR-ND,754-AA3528ECCT-ND,754-AA3528ECDKR-ND","AA3528EC","Kingbright","Kingbright","LED RED CLEAR 2SMD","7.439","0.1592","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","12mcd","Round with Flat Top","2.40mm Dia","2V","20mA","120°","Surface Mount","617nm","627nm","-","-","-","2-PLCC","2-SMD","3.20mm L x 2.80mm W","2.10mm","https://www.digikey.be/en/products/detail/kingbright/AA3528EC/5309038"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/200/AA3528LEC_Ver.5A_12-4-19.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4091/MFG_AA3528LEC.jpg","754-AA3528LECTR-ND,754-AA3528LECCT-ND,754-AA3528LECDKR-ND","AA3528LEC","Kingbright","Kingbright","LED RED CLEAR 2PLCC SMD","24.617","0.1592","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","1.2mcd","Round with Flat Top","2.40mm Dia","1.7V","2mA","120°","Surface Mount","617nm","627nm","-","-","-","2-PLCC","2-PLCC","3.20mm L x 2.80mm W","2.10mm","https://www.digikey.be/en/products/detail/kingbright/AA3528LEC/10822826"
"https://www.KingbrightUSA.com/images/catalog/SPEC/AA3528ES.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4203/AA3528ES.jpg","754-1531-2-ND,754-1531-1-ND,754-1531-6-ND","AA3528ES","Kingbright","Kingbright","LED RED CLEAR SMD","17.595","0.1592","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","12mcd","Round with Flat Top","2.40mm Dia","2V","20mA","120°","Surface Mount","625nm","627nm","-","-","-","2-PLCC","SMD","3.20mm L x 2.80mm W","2.10mm","https://www.digikey.be/en/products/detail/kingbright/AA3528ES/2440554"
"https://look.ams-osram.com/m/3fab26d6d8ed8e49/original/LR-E67F.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2292/Advanced-Power-TOPLED.jpg","475-LRE67F-ABCB-1-1-50-R18TR-ND,475-LRE67F-ABCB-1-1-50-R18CT-ND,475-LRE67F-ABCB-1-1-50-R18DKR-ND","LR E67F-ABCB-1-1-50-R18","ams-OSRAM USA INC.","ams-OSRAM USA INC.","LED RED CLEAR 4PLCC SMD","11.154","0.1597","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","Power TOPLED®","Active","Red","-","Colorless","Clear","2950mcd","Round with Flat Top","2.40mm Dia","2.15V","50mA","120°","Surface Mount","625nm","634nm","-","-","-","4-PLCC","4-PLCC","3.20mm L x 1.30mm W","2.10mm","https://www.digikey.be/en/products/detail/ams-osram-usa-inc/LR-E67F-ABCB-1-1-50-R18/17629032"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/792/16-213SDRC-S530-A3-TR8.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/895/MFG_16-213SDRCS530-A3TR8.jpg","1080-1570-2-ND,1080-1570-1-ND,1080-1570-6-ND","16-213SDRC/S530-A3/TR8","Everlight Electronics Co Ltd","Everlight Electronics Co Ltd","LED RED CLEAR 0402 SMD","12.590","0.1603","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","43mcd","Rectangle with Flat Top","1.00mm x 0.50mm","2V","20mA","120°","Surface Mount","639nm","650nm","-","-","-","0402 (1005 Metric)","0402","1.00mm L x 0.50mm W","0.55mm","https://www.digikey.be/en/products/detail/everlight-electronics-co-ltd/16-213SDRC-S530-A3-TR8/8535264"
"https://www.sunledusa.com/products/spec/XZMDK53W-8ST.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/934/MFG_XZMDK53W-8ST.jpg","1497-1427-2-ND,1497-1427-1-ND,1497-1427-6-ND","XZMDK53W-8ST","SunLED","SunLED","LED RED CLEAR CHIP SMD","4.000","0.1614","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","507mcd","Round with Domed Top","0.70mm Dia","1.95V","20mA","100°","Surface Mount","630nm","645nm","-","-","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.80mm","https://www.digikey.be/en/products/detail/sunled/XZMDK53W-8ST/8259034"
"https://www.sunledusa.com/products/spec/XZMDK55W-A2.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3997/MFG_XZMDK55W-A2.jpg","1497-1400-2-ND,1497-1400-1-ND,1497-1400-6-ND","XZMDK55W-A2","SunLED","SunLED","LED RED CLEAR 2SMD","2.000","0.1614","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","228mcd","Round with Flat Top","1.60mm Dia","1.95V","20mA","70°","Surface Mount","630nm","645nm","-","-","-","1206 (3216 Metric)","2-SMD","3.20mm L x 1.60mm W","1.10mm","https://www.digikey.be/en/products/detail/sunled/XZMDK55W-A2/4902035"
"https://docs.broadcom.com/doc/ASMM-Cx03-xxxxx-DS","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7157/ASMM-Cx0x-xxx2.jpg","516-ASMM-CR03-BU802TR-ND,516-ASMM-CR03-BU802CT-ND,516-ASMM-CR03-BU802DKR-ND","ASMM-CR03-BU802","Broadcom Limited","Broadcom Limited","LED RED 2PLCC SMD","47.240","0.1614","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","-","-","-","650mcd","Round with Flat Top","2.40mm Dia","2.1V","20mA","120°","Surface Mount","625nm","630nm","-","-","-","2-PLCC","2-PLCC","3.20mm L x 2.80mm W","2.10mm","https://www.digikey.be/en/products/detail/broadcom-limited/ASMM-CR03-BU802/13907003"
"https://s3.us-west-2.amazonaws.com/catsy.557/Dialight_datasheet_599_Single-Color_0603_Domed_Lens.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8893/MFG_5990XX0147F.jpg","350-5990710147FTR-ND,350-5990710147FCT-ND,350-5990710147FDKR-ND","5990710147F","Dialight","Dialight","599 SMD LED 0603 DOMED LENS RED","7.995","0.1614","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","599","Active","Red","Independent","Colorless","Clear","750mcd","Round with Domed Top","0.7mm Dia","2V","20mA","55°","Surface Mount","622nm","-","-","-","-","0603 (1608 Metric)","0603","1.60mm L x 0.80mm W","0.95mm","https://www.digikey.be/en/products/detail/dialight/5990710147F/29184847"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5344/T1681URO-20C000312U1930.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3568/MFG_T1681.jpg","3147-T1681URO-20C000312U1930TR-ND,3147-T1681URO-20C000312U1930CT-ND,3147-T1681URO-20C000312U1930DKR-ND","T1681URO-20C000312U1930","Harvatek Corporation","Harvatek Corporation","LED RED CLEAR 4PLCC SMD","1.862","0.1614","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","-","-","Clear","120mcd","Round with Flat Top","2.00mm Dia","2V","20mA","120°","Surface Mount","631nm","639nm","-","-","-","4-PLCC","4-PLCC","-","2.00mm","https://www.digikey.be/en/products/detail/harvatek-corporation/T1681URO-20C000312U1930/16818085"
"http://www.inolux-corp.com/datasheet/SMDLED/Mono%20Color%20Top%20View/IN-P23CTKR_V1.0.pdf#SMD-LED","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3629/IN-P23CTx.jpg","1830-IN-P23CTKRTR-ND,1830-IN-P23CTKRCT-ND,1830-IN-P23CTKRDKR-ND","IN-P23CTKR","Inolux","Inolux","LED RED CLEAR 1411 SMD","5.470","0.1623","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Red","-","Colorless","Clear","4500mcd","Rectangle with Flat Top","-","2V","150mA","120°","Surface Mount","624nm","632nm","-","-","-","1411 (3528 Metric)","1411","3.50mm L x 2.80mm W","0.95mm","https://www.digikey.be/en/products/detail/inolux/IN-P23CTKR/14555739"
"https://www.we-online.com/components/products/datasheet/150141RS73100.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/536/WL-SMTW-SERIES.jpg","732-5000-2-ND,732-5000-1-ND,732-5000-6-ND","150141RS73100","Würth Elektronik","Würth Elektronik","LED RED CLEAR 3528 SMD","9.528","0.163","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","WL-SMTW","Active","Red","Standard","Colorless","Clear","300mcd","Round with Flat Top","2.40mm Dia","2V","20mA","120°","Surface Mount","625nm","630nm","-","-","-","1411 (3528 Metric)","3528","3.50mm L x 2.80mm W","2.10mm","https://www.digikey.be/en/products/detail/würth-elektronik/150141RS73100/4489966"
"https://www.vishay.com/docs/81322/vlms30vlmo30vlmy30.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6296/751%7E6.541-5067.01-4%7E%7E2.jpg","VLMS30K1L2-GS08TR-ND,VLMS30K1L2-GS08CT-ND,VLMS30K1L2-GS08DKR-ND","VLMS30K1L2-GS08","Vishay Semiconductor Opto Division","Vishay Semiconductor Opto Division","LED RED CLEAR 2PLCC SMD","39.851","0.1631","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","VLM.3","Active","Red","Standard","-","Clear","13mcd","Round with Flat Top","2.40mm Dia","1.8V","2mA","120°","Surface Mount","630nm","635nm","-","-","-","2-SMD, J-Lead","2-PLCC","3.00mm L x 2.80mm W","1.85mm","https://www.digikey.be/en/products/detail/vishay-semiconductor-opto-division/VLMS30K1L2-GS08/4074234"
"https://www.vishay.com/docs/81322/vlms30vlmo30vlmy30.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6296/751%7E6.541-5067.01-4%7E%7E2.jpg","751-VLMS30J1L2-GS08TR-ND,751-VLMS30J1L2-GS08CT-ND,751-VLMS30J1L2-GS08DKR-ND","VLMS30J1L2-GS08","Vishay Semiconductor Opto Division","Vishay Semiconductor Opto Division","LED RED CLEAR 2PLCC SMD","2.096","0.1631","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","VLM.3","Active","Red","Standard","-","Clear","11mcd","Round with Flat Top","2.40mm Dia","1.8V","2mA","120°","Surface Mount","630nm","635nm","-","-","-","2-SMD, J-Lead","2-PLCC","3.00mm L x 2.80mm W","1.85mm","https://www.digikey.be/en/products/detail/vishay-semiconductor-opto-division/VLMS30J1L2-GS08/4074230"
"https://www.vishay.com/docs/81322/vlms30vlmo30vlmy30.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6296/751%7E6.541-5067.01-4%7E%7E2.jpg","VLMS3000-GS08TR-ND,VLMS3000-GS08CT-ND,VLMS3000-GS08DKR-ND","VLMS3000-GS08","Vishay Semiconductor Opto Division","Vishay Semiconductor Opto Division","LED RED CLEAR 2PLCC SMD","7.075","0.1631","100","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","VLM.3","Active","Red","Standard","-","Clear","2.8mcd","Round with Flat Top","2.40mm Dia","1.8V","2mA","120°","Surface Mount","630nm","635nm","-","-","-","2-SMD, J-Lead","2-PLCC","3.00mm L x 2.80mm W","1.85mm","https://www.digikey.be/en/products/detail/vishay-semiconductor-opto-division/VLMS3000-GS08/4074226"
